Noise,Accuracy,Loss
0.0,98.68320226669312,0.0684131383895874
0.1,87.93119788169861,0.4600035548210144
0.3,66.62799715995789,0.9028639197349548
0.5,49.72839951515198,1.1069743633270264
0.7,38.76839876174927,1.1993041038513184
0.9,33.9819997549057,1.228895902633667
1.0,33.27920138835907,1.2318196296691895
